STATE,COUNTY,STATENAME,COUNTYNAME,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL
20,177,Kansas,Shawnee,177934,1408995941,149777,84.18,205518566,14.59,1887.5,149777,84.18,205518566,14.59,1887.5,0,0,0,0,,28157,15.82,1203477375,85.41,60.6
20,179,Kansas,Sheridan,2556,2320518450,0,0,0,0,,0,0,0,0,,0,0,0,0,,2556,100,2320518450,100,2.9
20,181,Kansas,Sherman,6010,2735199253,4553,75.76,6997608,0.26,1685.2,0,0,0,0,,4553,75.76,6997608,0.26,1685.2,1457,24.24,2728201645,99.74,1.4
20,183,Kansas,Smith,3853,2319243495,0,0,0,0,,0,0,0,0,,0,0,0,0,,3853,100,2319243495,100,4.3
20,185,Kansas,Stafford,4437,2051389748,0,0,0,0,,0,0,0,0,,0,0,0,0,,4437,100,2051389748,100,5.6
20,187,Kansas,Stanton,2235,1762086193,0,0,0,0,,0,0,0,0,,0,0,0,0,,2235,100,1762086193,100,3.3
20,189,Kansas,Stevens,5724,1883679100,3936,68.76,4269741,0.23,2387.5,0,0,0,0,,3936,68.76,4269741,0.23,2387.5,1788,31.24,1879409359,99.77,2.5
20,191,Kansas,Sumner,24132,3061212453,8964,37.15,12010369,0.39,1933.1,1181,4.89,1740141,0.06,1757.8,7783,32.25,10270228,0.34,1962.7,15168,62.85,3049202084,99.61,12.9
20,193,Kansas,Thomas,7900,2783425324,5463,69.15,7751897,0.28,1825.2,0,0,0,0,,5463,69.15,7751897,0.28,1825.2,2437,30.85,2775673427,99.72,2.3
20,195,Kansas,Trego,3001,2303736575,0,0,0,0,,0,0,0,0,,0,0,0,0,,3001,100,2303736575,100,3.4
20,197,Kansas,Wabaunsee,7053,2057231892,0,0,0,0,,0,0,0,0,,0,0,0,0,,7053,100,2057231892,100,8.9
20,199,Kansas,Wallace,1485,2366348080,0,0,0,0,,0,0,0,0,,0,0,0,0,,1485,100,2366348080,100,1.6
20,201,Kansas,Washington,5799,2317406254,0,0,0,0,,0,0,0,0,,0,0,0,0,,5799,100,2317406254,100,6.5
20,203,Kansas,Wichita,2234,1861082136,0,0,0,0,,0,0,0,0,,0,0,0,0,,2234,100,1861082136,100,3.1
20,205,Kansas,Wilson,9409,1477377048,2570,27.31,3701560,0.25,1798.2,0,0,0,0,,2570,27.31,3701560,0.25,1798.2,6839,72.69,1473675488,99.75,12
20,207,Kansas,Woodson,3309,1289347304,0,0,0,0,,0,0,0,0,,0,0,0,0,,3309,100,1289347304,100,6.6
20,209,Kansas,Wyandotte,157505,392642353,147956,93.94,205902037,52.44,1861.1,147956,93.94,205902037,52.44,1861.1,0,0,0,0,,9549,6.06,186740316,47.56,132.4
29,001,Missouri,Adair,25607,1469361117,15914,62.15,16945969,1.15,2432.3,0,0,0,0,,15914,62.15,16945969,1.15,2432.3,9693,37.85,1452415148,98.85,17.3
29,003,Missouri,Andrew,17291,1120694861,6695,38.72,9181686,0.82,1888.5,1557,9,1501236,0.13,2686.2,5138,29.71,7680450,0.69,1732.6,10596,61.28,1111513175,99.18,24.7
29,005,Missouri,Atchison,5685,1417505255,0,0,0,0,,0,0,0,0,,0,0,0,0,,5685,100,1417505255,100,10.4
29,007,Missouri,Audrain,25529,1792879633,15012,58.8,18311624,1.02,2123.3,0,0,0,0,,15012,58.8,18311624,1.02,2123.3,10517,41.2,1774568009,98.98,15.3
29,009,Missouri,Barry,35597,2015660483,9517,26.74,18886704,0.94,1305.1,0,0,0,0,,9517,26.74,18886704,0.94,1305.1,26080,73.26,1996773779,99.06,33.8
29,011,Missouri,Barton,12402,1533067694,4470,36.04,7192552,0.47,1609.6,0,0,0,0,,4470,36.04,7192552,0.47,1609.6,7932,63.96,1525875142,99.53,13.5
29,013,Missouri,Bates,17049,2167014473,3875,22.73,5541871,0.26,1811,0,0,0,0,,3875,22.73,5541871,0.26,1811,13174,77.27,2161472602,99.74,15.8
29,015,Missouri,Benton,19056,1823507941,2565,13.46,6664565,0.37,996.8,0,0,0,0,,2565,13.46,6664565,0.37,996.8,16491,86.54,1816843376,99.63,23.5
29,017,Missouri,Bollinger,12363,1600368466,0,0,0,0,,0,0,0,0,,0,0,0,0,,12363,100,1600368466,100,20
29,019,Missouri,Boone,162642,1775212930,132088,81.21,169527830,9.55,2018,124748,76.7,160085068,9.02,2018.3,7340,4.51,9442762,0.53,2013.2,30554,18.79,1605685100,90.45,49.3
29,021,Missouri,Buchanan,89201,1056784404,77273,86.63,98622240,9.33,2029.3,77251,86.6,98487350,9.32,2031.5,22,0.02,134890,0.01,422.4,11928,13.37,958162164,90.67,32.2
29,023,Missouri,Butler,42794,1799185123,20463,47.82,40669174,2.26,1303.2,0,0,0,0,,20463,47.82,40669174,2.26,1303.2,22331,52.18,1758515949,97.74,32.9
29,025,Missouri,Caldwell,9424,1104352197,0,0,0,0,,0,0,0,0,,0,0,0,0,,9424,100,1104352197,100,22.1
29,027,Missouri,Callaway,44332,2161538606,16834,37.97,28393683,1.31,1535.5,4637,10.46,11360203,0.53,1057.2,12197,27.51,17033480,0.79,1854.6,27498,62.03,2133144923,98.69,33.4
29,029,Missouri,Camden,44002,1698831838,11340,25.77,41236708,2.43,712.2,0,0,0,0,,11340,25.77,41236708,2.43,712.2,32662,74.23,1657595130,97.57,51
29,031,Missouri,Cape Girardeau,75674,1498398199,52591,69.5,89541290,5.98,1521.2,52591,69.5,89541290,5.98,1521.2,0,0,0,0,,23083,30.5,1408856909,94.02,42.4
29,033,Missouri,Carroll,9295,1799061284,3296,35.46,5620507,0.31,1518.8,0,0,0,0,,3296,35.46,5620507,0.31,1518.8,5999,64.54,1793440777,99.69,8.7
29,035,Missouri,Carter,6265,1314058615,0,0,0,0,,0,0,0,0,,0,0,0,0,,6265,100,1314058615,100,12.3
29,037,Missouri,Cass,99478,1804797172,67245,67.6,96056581,5.32,1813.1,49838,50.1,69834176,3.87,1848.4,17407,17.5,26222405,1.45,1719.3,32233,32.4,1708740591,94.68,48.9
29,039,Missouri,Cedar,13982,1228906021,3454,24.7,4952838,0.4,1806.2,0,0,0,0,,3454,24.7,4952838,0.4,1806.2,10528,75.3,1223953183,99.6,22.3
29,041,Missouri,Chariton,7831,1945550588,0,0,0,0,,0,0,0,0,,0,0,0,0,,7831,100,1945550588,100,10.4
29,043,Missouri,Christian,77422,1457243827,42740,55.2,73062945,5.01,1515.1,42740,55.2,73062945,5.01,1515.1,0,0,0,0,,34682,44.8,1384180882,94.99,64.9
29,045,Missouri,Clark,7139,1307146971,0,0,0,0,,0,0,0,0,,0,0,0,0,,7139,100,1307146971,100,14.1
29,047,Missouri,Clay,221939,1028998027,200154,90.18,263425134,25.6,1967.9,179607,80.93,234451987,22.78,1984.1,20547,9.26,28973147,2.82,1836.8,21785,9.82,765572893,74.4,73.7
29,049,Missouri,Clinton,20743,1085089929,4935,23.79,6751193,0.62,1893.2,0,0,0,0,,4935,23.79,6751193,0.62,1893.2,15808,76.21,1078338736,99.38,38
29,051,Missouri,Cole,75990,1019808362,53896,70.93,92210531,9.04,1513.8,53896,70.93,92210531,9.04,1513.8,0,0,0,0,,22094,29.07,927597831,90.96,61.7
29,053,Missouri,Cooper,17601,1462735802,8237,46.8,11846229,0.81,1800.9,0,0,0,0,,8237,46.8,11846229,0.81,1800.9,9364,53.2,1450889573,99.19,16.7
29,055,Missouri,Crawford,24696,1923109129,6592,26.69,14413075,0.75,1184.6,0,0,0,0,,6592,26.69,14413075,0.75,1184.6,18104,73.31,1908696054,99.25,24.6
29,057,Missouri,Dade,7883,1269124871,0,0,0,0,,0,0,0,0,,0,0,0,0,,7883,100,1269124871,100,16.1
29,059,Missouri,Dallas,16777,1400586526,3031,18.07,5509664,0.39,1424.8,0,0,0,0,,3031,18.07,5509664,0.39,1424.8,13746,81.93,1395076862,99.61,25.5
29,061,Missouri,Daviess,8433,1458784509,0,0,0,0,,0,0,0,0,,0,0,0,0,,8433,100,1458784509,100,15
29,063,Missouri,DeKalb,12892,1091307336,4847,37.6,3735703,0.34,3360.5,0,0,0,0,,4847,37.6,3735703,0.34,3360.5,8045,62.4,1087571633,99.66,19.2
29,065,Missouri,Dent,15657,1949717319,4921,31.43,8997436,0.46,1416.6,0,0,0,0,,4921,31.43,8997436,0.46,1416.6,10736,68.57,1940719883,99.54,14.3
29,067,Missouri,Douglas,13684,2107296301,2857,20.88,5412267,0.26,1367.2,0,0,0,0,,2857,20.88,5412267,0.26,1367.2,10827,79.12,2101884034,99.74,13.3
29,069,Missouri,Dunklin,31953,1401361859,15831,49.54,23365586,1.67,1754.8,0,0,0,0,,15831,49.54,23365586,1.67,1754.8,16122,50.46,1377996273,98.33,30.3
29,071,Missouri,Franklin,101492,2389732948,45064,44.4,76168208,3.19,1532.3,0,0,0,0,,45064,44.4,76168208,3.19,1532.3,56428,55.6,2313564740,96.81,63.2
29,073,Missouri,Gasconade,15222,1341103601,2912,19.13,4940884,0.37,1526.5,0,0,0,0,,2912,19.13,4940884,0.37,1526.5,12310,80.87,1336162717,99.63,23.9
29,075,Missouri,Gentry,6738,1272776760,0,0,0,0,,0,0,0,0,,0,0,0,0,,6738,100,1272776760,100,13.7
29,077,Missouri,Greene,275174,1749030414,236656,86,313536889,17.93,1954.9,230984,83.94,295505380,16.9,2024.5,5672,2.06,18031509,1.03,814.7,38518,14,1435493525,82.07,69.5
29,079,Missouri,Grundy,10261,1127360747,5596,54.54,9155138,0.81,1583.1,0,0,0,0,,5596,54.54,9155138,0.81,1583.1,4665,45.46,1118205609,99.19,10.8
29,081,Missouri,Harrison,8957,1871276203,2652,29.61,3968741,0.21,1730.7,0,0,0,0,,2652,29.61,3968741,0.21,1730.7,6305,70.39,1867307462,99.79,8.7
29,083,Missouri,Henry,22272,1805085008,11237,50.45,17433447,0.97,1669.4,0,0,0,0,,11237,50.45,17433447,0.97,1669.4,11035,49.55,1787651561,99.03,16
29,085,Missouri,Hickory,9627,1033641536,0,0,0,0,,0,0,0,0,,0,0,0,0,,9627,100,1033641536,100,24.1
29,087,Missouri,Holt,4912,1198369596,0,0,0,0,,0,0,0,0,,0,0,0,0,,4912,100,1198369596,100,10.6
29,089,Missouri,Howard,10144,1201362829,3646,35.94,7041781,0.59,1341,0,0,0,0,,3646,35.94,7041781,0.59,1341,6498,64.06,1194321048,99.41,14.1
29,091,Missouri,Howell,40400,2401562178,11242,27.83,20936153,0.87,1390.7,0,0,0,0,,11242,27.83,20936153,0.87,1390.7,29158,72.17,2380626025,99.13,31.7
29,093,Missouri,Iron,10630,1425165244,2673,25.15,5599796,0.39,1236.3,0,0,0,0,,2673,25.15,5599796,0.39,1236.3,7957,74.85,1419565448,99.61,14.5
29,095,Missouri,Jackson,674158,1565549922,648291,96.16,710448875,45.38,2363.4,645257,95.71,704318350,44.99,2372.8,3034,0.45,6130525,0.39,1281.8,25867,3.84,855101047,54.62,78.3
29,097,Missouri,Jasper,117404,1653674930,89589,76.31,165028308,9.98,1406,74063,63.08,141446819,8.55,1356.1,15526,13.22,23581489,1.43,1705.2,27815,23.69,1488646622,90.02,48.4
29,099,Missouri,Jefferson,218733,1700660922,152684,69.8,294005736,17.29,1345,142807,65.29,277831498,16.34,1331.3,9877,4.52,16174238,0.95,1581.6,66049,30.2,1406655186,82.71,121.6
29,101,Missouri,Johnson,52595,2147829735,26064,49.56,45929813,2.14,1469.8,0,0,0,0,,26064,49.56,45929813,2.14,1469.8,26531,50.44,2101899922,97.86,32.7
29,103,Missouri,Knox,4131,1305381639,0,0,0,0,,0,0,0,0,,0,0,0,0,,4131,100,1305381639,100,8.2
29,105,Missouri,Laclede,35571,1980608825,14046,39.49,31719811,1.6,1146.9,0,0,0,0,,14046,39.49,31719811,1.6,1146.9,21525,60.51,1948889014,98.4,28.6
29,107,Missouri,Lafayette,33381,1627634631,14371,43.05,17449189,1.07,2133.1,44,0.13,146625,0.01,777.2,14327,42.92,17302564,1.06,2144.6,19010,56.95,1610185442,98.93,30.6
29,109,Missouri,Lawrence,38634,1584390538,15961,41.31,26950037,1.7,1533.9,0,0,0,0,,15961,41.31,26950037,1.7,1533.9,22673,58.69,1557440501,98.3,37.7
29,111,Missouri,Lewis,10211,1308052730,0,0,0,0,,0,0,0,0,,0,0,0,0,,10211,100,1308052730,100,20.2
29,113,Missouri,Lincoln,52566,1622772175,13231,25.17,22503048,1.39,1522.8,0,0,0,0,,13231,25.17,22503048,1.39,1522.8,39335,74.83,1600269127,98.61,63.7
29,115,Missouri,Linn,12761,1594303225,4281,33.55,7607999,0.48,1457.4,0,0,0,0,,4281,33.55,7607999,0.48,1457.4,8480,66.45,1586695226,99.52,13.8
29,117,Missouri,Livingston,15195,1378726390,9633,63.4,19545794,1.42,1276.5,0,0,0,0,,9633,63.4,19545794,1.42,1276.5,5562,36.6,1359180596,98.58,10.6
29,119,Missouri,McDonald,23083,1397247203,2,0.01,647850,0.05,8,2,0.01,647850,0.05,8,0,0,0,0,,23081,99.99,1396599353,99.95,42.8
29,121,Missouri,Macon,15566,2075167141,5014,32.21,7767208,0.37,1671.9,0,0,0,0,,5014,32.21,7767208,0.37,1671.9,10552,67.79,2067399933,99.63,13.2
29,123,Missouri,Madison,12226,1280463424,4217,34.49,6048896,0.47,1805.6,0,0,0,0,,4217,34.49,6048896,0.47,1805.6,8009,65.51,1274414528,99.53,16.3
29,125,Missouri,Maries,9176,1364869338,0,0,0,0,,0,0,0,0,,0,0,0,0,,9176,100,1364869338,100,17.4
29,127,Missouri,Marion,28781,1131627516,21653,75.23,30192694,2.67,1857.4,0,0,0,0,,21653,75.23,30192694,2.67,1857.4,7128,24.77,1101434822,97.33,16.8
29,129,Missouri,Mercer,3785,1175427598,0,0,0,0,,0,0,0,0,,0,0,0,0,,3785,100,1175427598,100,8.3
29,131,Missouri,Miller,24748,1534813196,5004,20.22,7971976,0.52,1625.7,0,0,0,0,,5004,20.22,7971976,0.52,1625.7,19744,79.78,1526841220,99.48,33.5
29,133,Missouri,Mississippi,14358,1065995440,9663,67.3,14743084,1.38,1697.5,0,0,0,0,,9663,67.3,14743084,1.38,1697.5,4695,32.7,1051252356,98.62,11.6
29,135,Missouri,Moniteau,15607,1074910753,7382,47.3,9148989,0.85,2089.8,0,0,0,0,,7382,47.3,9148989,0.85,2089.8,8225,52.7,1065761764,99.15,20
29,137,Missouri,Monroe,8840,1677414025,0,0,0,0,,0,0,0,0,,0,0,0,0,,8840,100,1677414025,100,13.6
29,139,Missouri,Montgomery,12236,1388874432,2629,21.49,4506161,0.32,1511.1,0,0,0,0,,2629,21.49,4506161,0.32,1511.1,9607,78.51,1384368271,99.68,18
29,141,Missouri,Morgan,20565,1547855851,0,0,0,0,,0,0,0,0,,0,0,0,0,,20565,100,1547855851,100,34.4
29,143,Missouri,New Madrid,18956,1747828331,8177,43.14,12807775,0.73,1653.6,0,0,0,0,,8177,43.14,12807775,0.73,1653.6,10779,56.86,1735020556,99.27,16.1
29,145,Missouri,Newton,58114,1618133227,20667,35.56,46660034,2.88,1147.2,8712,14.99,25387105,1.57,888.8,11955,20.57,21272929,1.31,1455.5,37447,64.44,1571473193,97.12,61.7
29,147,Missouri,Nodaway,23370,2271326393,13220,56.57,14019054,0.62,2442.4,0,0,0,0,,13220,56.57,14019054,0.62,2442.4,10150,43.43,2257307339,99.38,11.6
29,149,Missouri,Oregon,10881,2045561195,2118,19.47,3896467,0.19,1407.8,0,0,0,0,,2118,19.47,3896467,0.19,1407.8,8763,80.53,2041664728,99.81,11.1
29,151,Missouri,Osage,13878,1565248144,0,0,0,0,,0,0,0,0,,0,0,0,0,,13878,100,1565248144,100,23
29,153,Missouri,Ozark,9723,1929467474,0,0,0,0,,0,0,0,0,,0,0,0,0,,9723,100,1929467474,100,13.1
29,155,Missouri,Pemiscot,18296,1275682068,9282,50.73,11837298,0.93,2030.9,0,0,0,0,,9282,50.73,11837298,0.93,2030.9,9014,49.27,1263844770,99.07,18.5
29,157,Missouri,Perry,18971,1228570257,8419,44.38,16873094,1.37,1292.3,0,0,0,0,,8419,44.38,16873094,1.37,1292.3,10552,55.62,1211697163,98.63,22.6
29,159,Missouri,Pettis,42201,1766947035,26258,62.22,48810036,2.76,1393.3,0,0,0,0,,26258,62.22,48810036,2.76,1393.3,15943,37.78,1718136999,97.24,24
29,161,Missouri,Phelps,45156,1739911952,24283,53.78,33346125,1.92,1886.1,0,0,0,0,,24283,53.78,33346125,1.92,1886.1,20873,46.22,1706565827,98.08,31.7
29,163,Missouri,Pike,18516,1736425445,8447,45.62,10489720,0.6,2085.6,0,0,0,0,,8447,45.62,10489720,0.6,2085.6,10069,54.38,1725935725,99.4,15.1
29,165,Missouri,Platte,89322,1088286859,75202,84.19,148471734,13.64,1311.8,66244,74.16,133243029,12.24,1287.7,8958,10.03,15228705,1.4,1523.5,14120,15.81,939815125,86.36,38.9
29,167,Missouri,Polk,31137,1645996569,9693,31.13,13897852,0.84,1806.4,0,0,0,0,,9693,31.13,13897852,0.84,1806.4,21444,68.87,1632098717,99.16,34
29,169,Missouri,Pulaski,52274,1416979227,29257,55.97,67162938,4.74,1128.2,0,0,0,0,,29257,55.97,67162938,4.74,1128.2,23017,44.03,1349816289,95.26,44.2
29,171,Missouri,Putnam,4979,1339845120,0,0,0,0,,0,0,0,0,,0,0,0,0,,4979,100,1339845120,100,9.6
29,173,Missouri,Ralls,10167,1216726347,396,3.89,2009217,0.17,510.5,0,0,0,0,,396,3.89,2009217,0.17,510.5,9771,96.11,1214717130,99.83,20.8
29,175,Missouri,Randolph,25414,1250145642,13933,54.82,22173773,1.77,1627.4,0,0,0,0,,13933,54.82,22173773,1.77,1627.4,11481,45.18,1227971869,98.23,24.2
29,177,Missouri,Ray,23494,1473198814,5822,24.78,11249694,0.76,1340.4,0,0,0,0,,5822,24.78,11249694,0.76,1340.4,17672,75.22,1461949120,99.24,31.3
29,179,Missouri,Reynolds,6696,2093947170,0,0,0,0,,0,0,0,0,,0,0,0,0,,6696,100,2093947170,100,8.3
29,181,Missouri,Ripley,14100,1630492528,0,0,0,0,,0,0,0,0,,0,0,0,0,,14100,100,1630492528,100,22.4
29,183,Missouri,St. Charles,360485,1451520382,339467,94.17,370793290,25.55,2371.2,339467,94.17,370793290,25.55,2371.2,0,0,0,0,,21018,5.83,1080727092,74.45,50.4
29,185,Missouri,St. Clair,9805,1735247885,0,0,0,0,,0,0,0,0,,0,0,0,0,,9805,100,1735247885,100,14.6
29,186,Missouri,Ste. Genevieve,18145,1292799524,4329,23.86,6363616,0.49,1761.9,0,0,0,0,,4329,23.86,6363616,0.49,1761.9,13816,76.14,1286435908,99.51,27.8
29,187,Missouri,St. Francois,65359,1170380864,39370,60.24,58976847,5.04,1728.9,0,0,0,0,,39370,60.24,58976847,5.04,1728.9,25989,39.76,1111404017,94.96,60.6
29,189,Missouri,St. Louis,998954,1315195242,987586,98.86,985574110,74.94,2595.3,976323,97.73,960072032,73,2633.8,11263,1.13,25502078,1.94,1143.9,11368,1.14,329621132,25.06,89.3
29,195,Missouri,Saline,23370,1956746210,12665,54.19,16073123,0.82,2040.8,0,0,0,0,,12665,54.19,16073123,0.82,2040.8,10705,45.81,1940673087,99.18,14.3
29,197,Missouri,Schuyler,4431,795911533,0,0,0,0,,0,0,0,0,,0,0,0,0,,4431,100,795911533,100,14.4
29,199,Missouri,Scotland,4843,1130971492,0,0,0,0,,0,0,0,0,,0,0,0,0,,4843,100,1130971492,100,11.1
29,201,Missouri,Scott,39191,1087768829,22906,58.45,31343257,2.88,1892.8,0,0,0,0,,22906,58.45,31343257,2.88,1892.8,16285,41.55,1056425572,97.12,39.9
29,203,Missouri,Shannon,8441,2599881132,0,0,0,0,,0,0,0,0,,0,0,0,0,,8441,100,2599881132,100,8.4
29,205,Missouri,Shelby,6373,1297230497,0,0,0,0,,0,0,0,0,,0,0,0,0,,6373,100,1297230497,100,12.7
29,207,Missouri,Stoddard,29968,2132134868,9053,30.21,15101939,0.71,1552.6,0,0,0,0,,9053,30.21,15101939,0.71,1552.6,20915,69.79,2117032929,99.29,25.6
29,209,Missouri,Stone,32202,1201840755,3643,11.31,14365209,1.2,656.8,0,0,0,0,,3643,11.31,14365209,1.2,656.8,28559,88.69,1187475546,98.8,62.3
29,211,Missouri,Sullivan,6714,1678263572,0,0,0,0,,0,0,0,0,,0,0,0,0,,6714,100,1678263572,100,10.4
29,213,Missouri,Taney,51675,1638002904,29010,56.14,86627377,5.29,867.3,0,0,0,0,,29010,56.14,86627377,5.29,867.3,22665,43.86,1551375527,94.71,37.8
29,215,Missouri,Texas,26008,3049104495,205,0.79,324156,0.01,1637.9,0,0,0,0,,205,0.79,324156,0.01,1637.9,25803,99.21,3048780339,99.99,21.9
29,217,Missouri,Vernon,21159,2140360166,8832,41.74,14424852,0.67,1585.8,0,0,0,0,,8832,41.74,14424852,0.67,1585.8,12327,58.26,2125935314,99.33,15
29,219,Missouri,Warren,32513,1110071693,12017,36.96,21732430,1.96,1432.1,0,0,0,0,,12017,36.96,21732430,1.96,1432.1,20496,63.04,1088339263,98.04,48.8
29,221,Missouri,Washington,25195,1968164689,4919,19.52,7133113,0.36,1786.1,0,0,0,0,,4919,19.52,7133113,0.36,1786.1,20276,80.48,1961031576,99.64,26.8
29,223,Missouri,Wayne,13521,1966257806,0,0,0,0,,0,0,0,0,,0,0,0,0,,13521,100,1966257806,100,17.8
29,225,Missouri,Webster,36202,1534729111,9438,26.07,14252966,0.93,1715,0,0,0,0,,9438,26.07,14252966,0.93,1715,26764,73.93,1520476145,99.07,45.6
29,227,Missouri,Worth,2171,690523510,0,0,0,0,,0,0,0,0,,0,0,0,0,,2171,100,690523510,100,8.1
29,229,Missouri,Wright,18815,1765779860,4398,23.37,6749937,0.38,1687.5,0,0,0,0,,4398,23.37,6749937,0.38,1687.5,14417,76.63,1759029923,99.62,21.2
29,510,Missouri,St. Louis,319294,160343174,319293,100,159893739,99.72,5172,319293,100,159893739,99.72,5172,0,0,0,0,,1,0,449435,0.28,5.8
31,001,Nebraska,Adams,31364,1458868867,24312,77.52,22482030,1.54,2800.8,0,0,0,0,,24312,77.52,22482030,1.54,2800.8,7052,22.48,1436386837,98.46,12.7
31,003,Nebraska,Antelope,6685,2220183930,0,0,0,0,,0,0,0,0,,0,0,0,0,,6685,100,2220183930,100,7.8
31,005,Nebraska,Arthur,460,1852759801,0,0,0,0,,0,0,0,0,,0,0,0,0,,460,100,1852759801,100,0.6
31,007,Nebraska,Banner,690,1932426927,0,0,0,0,,0,0,0,0,,0,0,0,0,,690,100,1932426927,100,0.9
31,009,Nebraska,Blaine,478,1841156202,0,0,0,0,,0,0,0,0,,0,0,0,0,,478,100,1841156202,100,0.7
31,011,Nebraska,Boone,5505,1778165884,0,0,0,0,,0,0,0,0,,0,0,0,0,,5505,100,1778165884,100,8
31,013,Nebraska,Box Butte,11308,2784995043,8486,75.04,12053033,0.43,1823.5,0,0,0,0,,8486,75.04,12053033,0.43,1823.5,2822,24.96,2772942010,99.57,2.6
31,015,Nebraska,Boyd,2099,1398437421,0,0,0,0,,0,0,0,0,,0,0,0,0,,2099,100,1398437421,100,3.9
31,017,Nebraska,Brown,3145,3163238171,0,0,0,0,,0,0,0,0,,0,0,0,0,,3145,100,3163238171,100,2.6
31,019,Nebraska,Buffalo,46102,2507398525,31229,67.74,34419349,1.37,2349.9,0,0,0,0,,31229,67.74,34419349,1.37,2349.9,14873,32.26,2472979176,98.63,15.6
31,021,Nebraska,Burt,6858,1273189665,0,0,0,0,,0,0,0,0,,0,0,0,0,,6858,100,1273189665,100,14
31,023,Nebraska,Butler,8395,1514900899,2879,34.29,3371017,0.22,2212,0,0,0,0,,2879,34.29,3371017,0.22,2212,5516,65.71,1511529882,99.78,9.5
31,025,Nebraska,Cass,25241,1443778631,6826,27.04,7880319,0.55,2243.5,113,0.45,525361,0.04,557.1,6713,26.6,7354958,0.51,2363.9,18415,72.96,1435898312,99.45,33.2
31,027,Nebraska,Cedar,8852,1917398625,0,0,0,0,,0,0,0,0,,0,0,0,0,,8852,100,1917398625,100,12
31,029,Nebraska,Chase,3966,2316533574,0,0,0,0,,0,0,0,0,,0,0,0,0,,3966,100,2316533574,100,4.4
31,031,Nebraska,Cherry,5713,15437421571,2713,47.49,4773283,0.03,1472.1,0,0,0,0,,2713,47.49,4773283,0.03,1472.1,3000,52.51,15432648288,99.97,0.5
31,033,Nebraska,Cheyenne,9998,3098368319,6373,63.74,8307330,0.27,1986.9,0,0,0,0,,6373,63.74,8307330,0.27,1986.9,3625,36.26,3090060989,99.73,3
